primary	synonyms	description
ZNF408	EVR6|RP72|FLJ12827|PFM14|PRDM17	zinc finger protein 408
ZNF41	MRX89|MGC8941|MRX89	zinc finger protein 41
ZNF410	APA-1|APA1|APA1|APA-1|APA1	zinc finger protein 410
ZNF414	ZFP414|MGC15716|Zfp414	zinc finger protein 414
ZNF415	Pact|ZfLp	zinc finger protein 415
ZNF415P1		
ZNF416	FLJ20557	
ZNF417	MGC34079	
ZNF418	KIAA1956|FLJ31551|KIAA1956	
ZNF419	ZAPHIR|ZNF419A|ZAPHIR|ZNF419A|ZNF419A	zinc finger protein 419
ZNF42		
ZNF420	APAK|FLJ32191	zinc finger protein 420
ZNF423	Ebfaz|JBTS19|NPHP14|OAZ|Roaz|ZFP423|Zfp104|hOAZ|KIAA0760|OAZ|hOAZ|Ebfaz|Zfp104|NPHP14|JBTS19|KIAA0760|NPHP14|OAZ	zinc finger protein 423
ZNF425		
ZNF426	K-RBP|MGC2663	zinc finger protein 426
ZNF426-DT		
ZNF428	C19orf37|Zfp428|MGC51082|Zfp428|C19orf37|C19orf37	zinc finger protein 428
ZNF429		
ZNF43	HTF6|KOX27|ZNF39L1|HTF6|KOX27|ZNF39L1|KOX27|ZNF39|ZNF39L1	zinc finger protein 43
ZNF430	FLJ13659	
ZNF431	KIAA1969|KIAA1969	
ZNF432	KIAA0798|KIAA0798	
ZNF433	FLJ40981	
ZNF433-AS1		
ZNF436	ZNF|Zfp46|KIAA1710|Zfp46|KIAA1710	zinc finger protein 436
ZNF436-AS1	C1orf213|C1orf213	ZNF436 antisense RNA 1
ZNF438	bA330O11.1|bA330O11.1	zinc finger protein 438
ZNF439	DKFZp571K0837	
ZNF44	GIOT-2|KOX7|ZNF|ZNF504|ZNF55|ZNF58|KOX7|ZNF504|ZNF58|ZNF55|GIOT2|KOX7|ZNF55|ZNF58	zinc finger protein 44
ZNF440	FLJ37933	
ZNF441	FLJ38637	
ZNF442	FLJ14356	
ZNF443	ZK1|ZK1	zinc finger protein 443
ZNF444	EZF-2|EZF2|ZSCAN17|ZSCAN17|FLJ11137|EZF2|EZF2|ZSCAN17	zinc finger protein 444
ZNF444P1	ZNF864P	zinc finger protein 444 pseudogene 1
ZNF445	ZKSCAN15|ZNF168|ZSCAN47|ZKSCAN15|ZSCAN47|ZNF168|ZKSCAN15|ZNF168	zinc finger protein 445
ZNF446	ZKSCAN20|ZSCAN30|ZSCAN52|ZKSCAN20|FLJ20626|ZSCAN52|ZKSCAN20	zinc finger protein 446
ZNF447		
ZNF449	ZSCAN19|ZSCAN19|FLJ23614|ZSCAN19	zinc finger protein 449
ZNF45	KOX5|ZNF13|ZNF13|KOX5|ZNF13	zinc finger protein 45
ZNF451	COASTER|dJ417I1.1|KIAA0576|COASTER|dJ417I1.1|KIAA1702|COASTER|KIAA0576|KIAA1702	zinc finger protein 451
ZNF451-AS1		
ZNF452		
ZNF454	FLJ37444	
ZNF460	HZF8|ZNF272|HZF8|ZNF272|ZNF272	zinc finger protein 460
ZNF460-AS1		
ZNF461	GIOT-1|GIOT1|HZF28|GIOT-1|MGC33911|GIOT1	zinc finger protein 461
ZNF462	Zfp462|DKFZP762N2316|KIAA1803|Zfp462|KIAA1803	zinc finger protein 462
ZNF467	EZI|Zfp467|EZI|Zfp467	zinc finger protein 467
ZNF468		
ZNF469	BCS|BCS1|KIAA1858|KIAA1858	zinc finger protein 469
ZNF470	CZF-1|CZF-1|FLJ26175|CZF1	zinc finger protein 470
ZNF471	ERP1|Z1971|KIAA1396|Z1971|ERP1|KIAA1396	zinc finger protein 471
ZNF473	ZFP100|ZN473|KIAA1141|DKFZP434N043|HZFP100|KIAA1141|ZFP100	zinc finger protein 473
ZNF474	4933409D10Rik|FLJ32921	
ZNF479	HKr19|KR19|KR19	zinc finger protein 479
ZNF48	ZNF553|DKFZp762K013|FLJ31751|MGC43952|ZNF553|ZNF553	zinc finger protein 48
ZNF480	MGC32104	
ZNF483	ZKSCAN16|ZSCAN48|ZKSCAN16|KIAA1962|ZSCAN48|KIAA1962|ZKSCAN16	zinc finger protein 483
ZNF484	BA526D8.4|BA526D8.4|FLJ33884	zinc finger protein 484
ZNF485		
ZNF486	KRBO2|MGC2396|KRBO2|KRBO2	zinc finger protein 486
ZNF487	KRBO1|ZNF487P|KRBO1|ZNF487P|KRBO1|ZNF487P	zinc finger protein 487
ZNF488	FLJ32104	
ZNF490	KIAA1198|KIAA1198	
ZNF491	FLJ34791	
ZNF492	ZNF115|KIAA1473|ZNF115|KIAA1473|ZNF115	zinc finger protein 492
ZNF493	FLJ36504	
ZNF496	NIZP1|ZFP496|ZKSCAN17|ZSCAN49|ZKSCAN17|MGC15548|ZSCAN49|ZKSCAN17	zinc finger protein 496
ZNF497	FLJ44773	
ZNF498		
ZNF499		
ZNF500	ZKSCAN18|ZSCAN50|ZKSCAN18|KIAA0557|ZSCAN50|KIAA0557|ZKSCAN18	zinc finger protein 500
ZNF501	ZNF|ZNF52|MGC21738|ZNF52|ZNF52	zinc finger protein 501
ZNF502	FLJ14855|FLJ12515	
ZNF503	NOLZ-1|NOLZ1|Nlz2|FLJ45745|MGC2555|Nlz2|NOLZ1	zinc finger protein 503
ZNF503-AS1		
ZNF503-AS2	C10orf41|NCRNA00245|C10orf41|NCRNA00245	ZNF503 antisense RNA 2
ZNF506	DKFZp761G1812	
ZNF507	KIAA1084|KIAA1084	
ZNF509		
ZNF510	KIAA0972|KIAA0972	
ZNF511	MGC30006	
ZNF511-PRAP1		
ZNF512	KIAA1805|KIAA1805	
ZNF512B	GM632|GM632|MGC149845|MGC149846|KIAA1196	zinc finger protein 512B
ZNF513	HMFT0656|RP58|FLJ32203|RP58	zinc finger protein 513
ZNF514	FLJ14457	
ZNF516	HsT287|HsT287|KIAA0222|KIAA0222	zinc finger protein 516
ZNF517		
ZNF518A	ZNF518|KIAA0335|ZNF518|KIAA0335|ZNF518	zinc finger protein 518A
ZNF518B	KIAA1729|KIAA1729	
ZNF519	HsT2362|HsT2362|FLJ36809	zinc finger protein 519
ZNF519P1		
ZNF519P2		
ZNF519P3		
ZNF519P4	ZNF141	zinc finger protein 519 pseudogene 4
ZNF521	EHZF|Evi3|EHZF|Evi3|EHZF|LIP3	zinc finger protein 521
ZNF524	MGC23143	
ZNF525	KIAA1979|KIAA1979	
ZNF526	KIAA1951|MGC4267|KIAA1951	
ZNF527	KIAA1829|KIAA1829	
ZNF528	KIAA1827|KIAA1827	
ZNF528-AS1		
ZNF529	KIAA1615|KIAA1615	
ZNF529-AS1		
ZNF530	KIAA1508|KIAA1508	
ZNF532	FLJ10697|KIAA1629	
ZNF534	KRBO3|FLJ25344|KRBO3|KRBO3	zinc finger protein 534
ZNF536	KIAA0390|KIAA0390	
ZNF540	Nbla10512|DKFZp547B0714	zinc finger protein 540
ZNF541	DKFZp434I1930	
ZNF542		
ZNF542P	ZNF542|ZNF542	zinc finger protein 542| pseudogene
ZNF543	DKFZp434H055	
ZNF544	AF020591	
ZNF546	ZNF49|MGC43537|ZNF49|ZNF49	zinc finger protein 546
ZNF547	FLJ31100	
ZNF548	FLJ32932	
ZNF549	FLJ34917	
ZNF550	MGC41917	
ZNF551	DKFZp686H1038|KOX23	
ZNF552	FLJ21603	
ZNF553		
ZNF554	FLJ34817	
ZNF555	MGC26707	
ZNF556	FLJ11637	
ZNF557	MGC4054	
ZNF558	FLJ30932	
ZNF559	NBLA00121|MGC13105	zinc finger protein 559
ZNF559-ZNF177		
ZNF56	ZNF742|ZNF742	zinc finger protein 56
ZNF560	FLJ31986	
ZNF561	MGC45408	
ZNF561-AS1	C19orf82|C19orf82	ZNF561 antisense RNA 1 (head to head)
ZNF562	FLJ20079	
ZNF563	FLJ34797	
ZNF564	MGC26914	
ZNF565	FLJ36991	
ZNF566	FLJ14779|MGC12515	
ZNF567	MGC45586	
ZNF568	ZFP568|DKFZp686B0797	zinc finger protein 568
ZNF569	ZAP1|ZNF|FLJ32053|ZAP1	zinc finger protein 569
ZNF57	ZNF424|ZNF424|ZNF424	zinc finger protein 57
ZNF570	FLJ30791	
ZNF571	HSPC059|HSPC059	zinc finger protein 571
ZNF571-AS1		
ZNF572	FLJ38002	
ZNF573	FLJ30921	
ZNF574	FP972|FLJ22059	zinc finger protein 574
ZNF575	FLJ32567	
ZNF576	MGC2508	
ZNF577	MGC4400	
ZNF578	FLJ31384	
ZNF579	FLJ35453	
ZNF580		
ZNF581	HSPC189|HSPC189|FLJ22550	zinc finger protein 581
ZNF582	FLJ30927	
ZNF582-AS1		
ZNF583	FLJ31030	
ZNF584	FLJ39899	
ZNF585A	FLJ23765	
ZNF585B	SZFP41|FLJ14928|SZFP41	zinc finger protein 585B
ZNF586	FLJ20070	
ZNF587	ZF6|ZF6|FLJ14710|UBF-fl|FLJ20813	zinc finger protein 587
ZNF587B		
ZNF587P1		
ZNF588		
ZNF589	SZF1|SZF1|SZF1	zinc finger protein 589
ZNF592	CAMOS|SCAR5|KIAA0211|CAMOS|SCAR5|KIAA0211	zinc finger protein 592
ZNF593	ZT86|ZT86|ZT86	zinc finger protein 593
ZNF594	KIAA1871|KIAA1871	
ZNF595	FLJ31740	
ZNF596		
ZNF597	HIT-4|FLJ33071|HIT-4	zinc finger protein 597
ZNF598	HEL2|FLJ00086|HEL2	zinc finger protein 598
ZNF599	FLJ30663	
ZNF600	KR-ZNF1|KR-ZNF1|DKFZp686F06123	zinc finger protein 600
ZNF601P	D6S2711|PRD51p|dJ313I6.8	zinc finger protein 601| pseudogene
ZNF602P	dJ265C24.5	zinc finger protein 602| pseudogene
ZNF603P	p373c6.7	zinc finger protein 603| pseudogene
ZNF605		
ZNF606	ZNF328|FLJ14260|KIAA1852|ZNF328|KIAA1852|ZNF328	zinc finger protein 606
ZNF607	MGC13071|FLJ14802	
ZNF608	NY-REN-36|KIAA1281|DKFZp434M098|NY-REN-36|KIAA1281	zinc finger protein 608
ZNF609	KIAA0295|KIAA0295	
ZNF610	FLJ36040	
ZNF611	MGC5384	
ZNF613	FLJ13590	
ZNF614	FLJ21941	
ZNF615	FLJ33710	
ZNF616	MGC45556	
ZNF618	FP13169|NEDD10|KIAA1952|NEDD10|KIAA1952	zinc finger protein 618
ZNF619	FLJ90764	
ZNF619P1		
ZNF620	MGC50836	
ZNF621	FLJ45246	
ZNF622	ZPR9|MGC2485|MGC17552|ZPR9|ZPR9	zinc finger protein 622
ZNF623	KIAA0628|KIAA0628	
ZNF624	KIAA1349|KIAA1349	
ZNF625		
ZNF625-ZNF20		
ZNF626		
ZNF627	FLJ90365	
ZNF628	ZEC|Zfp628|ZEC|Zfp628	zinc finger protein 628
ZNF629	ZNF|ZNF65|KIAA0326|ZNF65|KIAA0326|ZNF65	zinc finger protein 629
ZNF630	dJ54B20.2|BC037316|dJ54B20.2|FLJ20573|MGC138344	zinc finger protein 630
ZNF630-AS1		
ZNF638	NP220|ZFML|Zfp638|NP220|MGC26130|Zfp638|ZFML|NP220|ZFML	zinc finger protein 638
ZNF639	ANC-2H01|ANC_2H01|ZASC1|ANC-2H01|ZASC1|ZASC1	zinc finger protein 639
ZNF641	FLJ31295	
ZNF643		
ZNF644	BM-005|MYP21|NatF|ZEP-2|KIAA1221|BM-005|MGC60165|MGC70410|KIAA1221|ZEP2	zinc finger protein 644
ZNF646	KIAA0296|KIAA0296	
ZNF646P1		
ZNF648	FLJ46813	
ZNF649	FLJ12644	
ZNF649-AS1		
ZNF652	KIAA0924|KIAA0924	
ZNF652P1	ZNF652P	zinc finger protein 652 pseudogene 1
ZNF653	E430039K05Rik|ZIP67|Zip67|ZIP67	zinc finger protein 653
ZNF654	FLJ10997|FLJ21142	
ZNF655	VIK|VIK-1|VIK-1|VIK|VIK	zinc finger protein 655
ZNF658	MGC35232|DKFZp572C163|FLJ32813	
ZNF658B		
ZNF66	ZNF66P|FLJ16537|ZNF66P|ZNF66P	zinc finger protein 66
ZNF660	FLJ36870	
ZNF660-ZNF197		
ZNF662	FLJ45880	
ZNF663P	ZNF663	zinc finger protein 663| pseudogene
ZNF664	ZFOC1|ZNF176|ZFOC1|DKFZp761B128|ZNF176|ZFOC1|ZNF176	zinc finger protein 664
ZNF664-RFLNA		
ZNF665	ZFP160L|FLJ14345|ZFP160L	zinc finger protein 665
ZNF667	MIPU1|FLJ14011	zinc finger protein 667
ZNF667-AS1	MORT	ZNF667 antisense RNA 1 (head to head)
ZNF668	FLJ13479	
ZNF669	FLJ12606	
ZNF670	MGC12466	
ZNF670-ZNF695		
ZNF671	FLJ23506	
ZNF672	FLJ22301	
ZNF673		
ZNF674	MRX92|ZNF673B|ZNF673B|MRX92	zinc finger protein 674
ZNF674-AS1		
ZNF675	TBZF|TIZ|TIZ|TBZF|TIZ	zinc finger protein 675
ZNF676		
ZNF677	MGC48625	
ZNF678	MGC42493	
ZNF679	MGC42415	
ZNF680	FLJ90430	
ZNF680P1		
ZNF681	FLJ31526	
ZNF682	BC39498_3|BC39498_3	zinc finger protein 682
ZNF683	Hobit|MGC33414|Hobit	zinc finger protein 683
ZNF684	MGC27466	
ZNF687	PDB6|KIAA1441|KIAA1441	zinc finger protein 687
ZNF688		
ZNF689	TIPUH1|FLJ90415|TIPUH1	zinc finger protein 689
ZNF69	Cos5|hZNF3|Cos5	zinc finger protein 69
ZNF691	Zfp691|Zfp691	zinc finger protein 691
ZNF692	AREBP|Zfp692|FLJ20531|Zfp692|AREBP	zinc finger protein 692
ZNF695	SBZF3|SBZF3	zinc finger protein 695
ZNF696	FLJ14129	
ZNF697	MGC45731	
ZNF699	hang|FLJ38144|hang	zinc finger protein 699
ZNF7	HF.16|KOX4|zf30|KOX4|HF.16|KOX4	zinc finger protein 7
ZNF70	Cos17|Cos17|MGC48959	zinc finger protein 70
ZNF700	DKFZp434I1610	
ZNF701	FLJ10891	
ZNF702P	ZNF702|ZNF702	zinc finger protein 702| pseudogene
ZNF703	NLZ1|ZEPPO1|ZNF503L|ZPO1|FLJ14299|ZNF503L|NLZ1|Zpo1|ZEPPO1|ZEPPO1|ZPO1	zinc finger protein 703
ZNF704	Gig1|FLJ16218|Gig1	zinc finger protein 704
ZNF705A	FLJ16353	
ZNF705B		
ZNF705CP	ZNF705C	zinc finger protein 705C| pseudogene
ZNF705D	ZNF705C	zinc finger protein 705D
ZNF705E		
ZNF705F		
ZNF705G		
ZNF706	HSPC038|PNAS-106|PNAS-113|HSPC038	zinc finger protein 706
ZNF707		
ZNF708	KOX8|ZNF15|ZNF15L1|KOX8|ZNF15|ZNF15L1|KOX8|ZNF15|ZNF15L1	zinc finger protein 708
ZNF709	FLJ38281	
ZNF70P1	ZNF314P|bCX269C15.3|dJ1033B10.7	zinc finger protein 70 pseudogene 1
ZNF71	EZFIT|Cos26|EZFIT|EZFIT	zinc finger protein 71
ZNF710	DKFZp547K1113|FLJ37393|FLJ00306	
ZNF710-AS1		
ZNF711	CMPX1|MRX97|ZNF4|ZNF5|ZNF6|Zfp711|dJ75N13.1|CMPX1|ZNF4|ZNF5|dJ75N13.1|Zfp711|MRX97|ZNF6|CMPX1|ZNF6	zinc finger protein 711
ZNF713	FLJ39963	
ZNF714		
ZNF716	FLJ46189	
ZNF717	X17|ZNF838|X17|ZNF838	zinc finger protein 717
ZNF718	FLJ90036	
ZNF720		
ZNF720P1		
ZNF721	KIAA1982|KIAA1982	
ZNF722P	ZNF722	zinc finger protein 722| pseudogene
ZNF723	ZNF723P|ZNF723P	zinc finger protein 723
ZNF724	ZNF724P|ZNF724P|ZNF724P	zinc finger protein 724
ZNF725P	ZNF725	zinc finger protein 725| pseudogene
ZNF726		
ZNF726P1	ZNF67|ZNF67P|ZNF67|ZNF67P	zinc finger protein 726 pseudogene 1
ZNF727	ZNF727P|ZNF727P|ZNF727P	zinc finger protein 727
ZNF728		
ZNF729		
ZNF72P	Cos8|ZNF1|ZNF72	zinc finger protein 72| pseudogene
ZNF73	Cos12|ZNF186|ZNF2|hZNF2|ZNF186	zinc finger protein 73
ZNF730		
ZNF731P	ZNF731	zinc finger protein 731| pseudogene
ZNF732	FLJ59067	
ZNF733P	ZNF733	zinc finger protein 733| pseudogene
ZNF734P	ZNF734	zinc finger protein 734| pseudogene
ZNF735	ZNF735P|ZNF735P|ZNF735P	zinc finger protein 735
ZNF736		
ZNF736P10Y		
ZNF736P11Y		
ZNF736P12Y		
ZNF736P1Y	ZNF736P1|ZNF736PY1	zinc finger protein 736 pseudogene 1| Y-linked
ZNF736P2Y	ZNF736P2|ZNF736PY2	zinc finger protein 736 pseudogene 2| Y-linked
ZNF736P3Y	ZNF381P|ZNF736P3|ZNF736PY3	zinc finger protein 736 pseudogene 3| Y-linked
ZNF736P4Y		
ZNF736P5Y		
ZNF736P6Y		
ZNF736P7Y		
ZNF736P8Y		
ZNF736P9Y		
ZNF737	ZNF102|ZNF102|ZNF102	zinc finger protein 737
ZNF738		
ZNF74	COS52|ZFP520|ZNF520|hZNF7|Cos52|Zfp520|ZNF520|ZNF520	zinc finger protein 74
ZNF740	Zfp740|Zfp740|TB7	zinc finger protein 740
ZNF746	PARIS|FLJ31413|PARIS|PARIS	zinc finger protein 746
ZNF747	MGC2474	
ZNF749	FLJ16360	
ZNF750	ZFP750|FLJ13841|Zfp750	zinc finger protein 750
ZNF75A	FLJ31529	
ZNF75BP	ZNF75B	zinc finger protein 75B| pseudogene
ZNF75CP	ZNF75C|ZNF75C	zinc finger protein 75C| pseudogene
ZNF75D	D8C6|ZKSCAN24|ZNF75|ZNF82|ZSCAN28|ZKSCAN24|D8C6|ZSCAN28|ZNF82|ZNF75|ZNF75|ZNF82	zinc finger protein 75D
ZNF76	D6S229E|ZNF523|Zfp523|Zfp523|ZNF523|D6S229E|D6S229E|ZNF523	zinc finger protein 76
ZNF761	ZNF468|KIAA2033|FLJ16231|FLJ35333|KIAA2033	zinc finger protein 761
ZNF763	ZNF|ZNF440L|ZNF440L	zinc finger protein 763
ZNF764	MGC13138	
ZNF765		
ZNF765-ZNF761		
ZNF766		
ZNF767P	ZNF767|ZNF767	zinc finger family member 767| pseudogene
ZNF768	FLJ23436	
ZNF77	pT1|pT1	zinc finger protein 77
ZNF770	PRO1914|FLJ20582|PRO1914	zinc finger protein 770
ZNF771	DSC43|DSC43	zinc finger protein 771
ZNF772	DKFZp686I1569	
ZNF773	ZNF419B|MGC4728|ZNF419B|ZNF419B	zinc finger protein 773
ZNF774	MGC75360	
ZNF775	MGC33584	
ZNF776	FLJ38288	
ZNF777	KIAA1285|KIAA1285	
ZNF778	FLJ31875	
ZNF780A	ZNF780|ZNF780	zinc finger protein 780A
ZNF780B	ZNF779|ZNF779|ZNF779	zinc finger protein 780B
ZNF781	FLJ37549	
ZNF782	FLJ16636	
ZNF783	DKFZp667J212	
ZNF784	MGC75238	
ZNF785	FLJ32130	
ZNF786	DKFZp762I137	
ZNF787	TIP20	zinc finger protein 787
ZNF788		
ZNF788P	ZNF788	zinc finger family member 788| pseudogene
ZNF789		
ZNF79	pT7|pT7	zinc finger protein 79
ZNF790	MGC62100|FLJ20350	
ZNF790-AS1		
ZNF791	FLJ90396	
ZNF792	FLJ38451	
ZNF793		
ZNF793-AS1		
ZNF799	HIT-40|ZNF842|HIT-40|MGC71805|ZNF842|ZNF842	zinc finger protein 799
ZNF8	HF.18|Zfp128|HF.18|Zfp128	zinc finger protein 8
ZNF8-ERVK3-1		
ZNF80	pT17|pT17	zinc finger protein 80
ZNF800		
ZNF804A	C2orf10|C2orf10|C2orf10	zinc finger protein 804A
ZNF804B	FLJ32110	
ZNF805		
ZNF806		
ZNF807	ZNF181P1|ZNF807P	zinc finger protein 807
ZNF808		
ZNF81	HFZ20|MRX45|dJ54B20.6|HFZ20|MRX45	zinc finger protein 81
ZNF812P	ZNF812	zinc finger protein 812| pseudogene
ZNF813	FLJ16542	
ZNF814		
ZNF815P	ZNF815|ZNF815	zinc finger protein 815| pseudogene
ZNF816	ZNF816A|ZNF816A|ZNF816A	zinc finger protein 816
ZNF816-ZNF321P	ZNF816-ZNF321	ZNF816-ZNF321P readthrough
ZNF818P	ZNF818|ZNF818	zinc finger protein 818| pseudogene
ZNF821		
ZNF823	HSZFP36|HSZFP36|ZFP36	zinc finger protein 823
ZNF826		
ZNF826P	ZNF826|ZNF826	zinc finger protein 826| pseudogene
ZNF827		
ZNF829	DKFZp779O175	
ZNF83	HPF1|ZNF816B|FLJ11015|HPF1|ZNF816B|ZNF816B	zinc finger protein 83
ZNF830	CCDC16|OMCG1|MGC20398|OMCG1|CCDC16|CCDC16	zinc finger protein 830
ZNF831	C20orf174|dJ492J12.1|C20orf174|C20orf174	zinc finger protein 831
ZNF833P	ZNF833|ZNF833	zinc finger protein 833| pseudogene
ZNF835	BC37295_3|BC37295_3	zinc finger protein 835
ZNF836	FLJ16287	
ZNF837		
ZNF839	C14orf131|C14orf131|C14orf131	zinc finger protein 839
ZNF839P1		
ZNF84	HPF2|HPF2	zinc finger protein 84
ZNF840P	C20orf157|ZNF840|dJ981L23.3|C20orf157|ZNF840	zinc finger protein 840| pseudogene
ZNF841	LOC284371	
ZNF843	MGC46336	
ZNF844	FLJ14959	
ZNF845		
ZNF846		
ZNF847P	gm127	zinc finger protein 847| pseudogene
ZNF848P		
ZNF849P		
ZNF85	HPF4|HTF1|HPF4|HTF1	zinc finger protein 85
ZNF850	ZNF850P|ZNF850P	zinc finger protein 850
ZNF852		
ZNF853	DKFZp434J1015	
ZNF859P		
ZNF860		
ZNF861P		
ZNF862	KIAA0543	
ZNF863P		
ZNF865		
ZNF876P		
ZNF877P		
ZNF878		
ZNF879	DKFZp686E2433|DKFZp686E2433	zinc finger protein 879
ZNF880		
ZNF883		
ZNF884P		
ZNF885P		
ZNF886P		
ZNF887P	ZNF887	zinc finger protein 887| pseudogene
ZNF888		
ZNF890P		
ZNF891		
ZNF9/USP6 fusion	COL1A1/USP6|fusion|OMD/USP6|fusion|THRAP150/USP6|fusion	
ZNF90	HTF9|HTF9	zinc finger protein 90
ZNF90P1	ZNF108|ZNF108P	zinc finger protein 90 pseudogene 1
ZNF90P2	ZNF463P|dJ111M5.3	zinc finger protein 90 pseudogene 2
ZNF90P3		
ZNF91	HPF7|HTF10|HPF7|HTF10	zinc finger protein 91
ZNF92	HEL-203|HPF12|HTF12|TF12|HPF12|TF12	zinc finger protein 92
ZNF92P1Y		
ZNF92P2		
ZNF92P3		
ZNF93	HPF34|HTF34|TF34|ZNF505|HPF34|TF34|FLJ12488|ZNF505|ZNF505	zinc finger protein 93
ZNF96		
ZNF962P		
ZNF965P		
ZNF968P		
ZNF969P		
ZNF970P		
ZNF971P		
ZNF98	F7175|ZNF739|ZNF739|F7175|ZNF739	zinc finger protein 98
ZNF99	C19orf9|F8281|MGC24986|C19orf9|C19orf9	zinc finger protein 99
ZNFB7		
ZNFN1A1		
ZNFN1A2		
ZNFX1	KIAA1404|FLJ11277|KIAA1404	
ZNHIT1	CG1I|ZNFN4A1|CG1I|H_DJ0747G18.14|ZNFN4A1|CGBP1|ZNFN4A1	zinc finger HIT-type containing 1
ZNHIT1P1		
ZNHIT2	C11orf5|FON|FON|C11orf5|C11orf5	zinc finger HIT-type containing 2
ZNHIT3	PEHO|TRIP3|TRIP3|TRIP3	zinc finger HIT-type containing 3
ZNHIT6	BCD1|C1orf181|NY-BR-75|FLJ20729|NY-BR-75|BCD1|C1orf181|BCD1|C1orf181	zinc finger HIT-type containing 6
ZNRD1	HTEX-6|HTEX6|Rpa12|TCTEX6|TEX6|ZR14|hZR14|tctex-6|hZR14|HTEX-6|tctex-6|RPA12|RPA12	zinc ribbon domain containing 1
ZNRD1ASP	C6orf12|HCG8|HCGVIII|HCGVIII-1|HTEX4|NCRNA00171|TCTEX4|ZNRD1-AS|ZNRD1-AS1|ZNRD1AS|ZNRD1AS1	zinc ribbon domain containing 1 antisense| pseudogene
ZNRF1	NIN283|nin283|FLJ14846|DKFZp434E229|NIN283	zinc and ring finger 1
ZNRF2	RNF202|RNF202|RNF202	zinc and ring finger 2
ZNRF2P1		
ZNRF2P2		
ZNRF2P3		
ZNRF3	BK747E2.3|RNF203|KIAA1133|BK747E2.3|FLJ22057|RNF203|KIAA1133|RNF203	zinc and ring finger 3
ZNRF3-AS1		
ZNRF3-IT1		
ZNRF4	RNF204|SPERIZIN|Ssrzf1|spzn|spzn|Ssrzf1|RNF204|RNF204	zinc and ring finger 4
ZNT4		
ZP1	HEL163|OOMD|OOMD1	zona pellucida glycoprotein 1
ZP2	ZPA|Zp-2|ZPA|ZPA	zona pellucida glycoprotein 2
ZP3	OOMD3|ZP3A|ZP3B|ZPC|Zp-3|ZP3-424|ZP3-372|ZPC|ZP3A|ZP3B|ZP3A|ZP3B|ZPC	zona pellucida glycoprotein 3
ZP3A		
ZP4	ZBP|ZP1|ZPB|Zp-4|ZPB|ZPB	zona pellucida glycoprotein 4
ZPAXP		
ZPBP	ZPBP1|SP38|ZPBP1|ZPBP1	zona pellucida binding protein
ZPBP2	ZPBPL|ZPBPL|MGC41930|ZPBPL	zona pellucida binding protein 2
ZPLD1		
ZPR1	ZNF259|ZNF259|ZNF259	ZPR1 zinc finger
ZRANB1	TRABID|TRABID|TRABID	zinc finger RANBP2-type containing 1
ZRANB2	ZIS|ZIS1|ZIS2|ZNF265|ZIS|ZIS1|ZIS2|ZNF265|ZIS|ZNF265	zinc finger RANBP2-type containing 2
ZRANB2-AS1		
ZRANB2-AS2		
ZRANB3	4933425L19Rik|AH2|DKFZP434B1727	zinc finger RANBP2-type containing 3
ZRF1PS		
ZRS	MFCS1|ZRS/LMBR1	ZPA regulatory sequence
ZRSR1	U2AF1-RS1|U2AF1L1|U2AF1P|U2AF1RS1|U2AFBPL	
ZRSR2	U2AF1-RS2|U2AF1L2|U2AF1RS2|URP|ZC3H22|U2AF1-RS2|URP|ZC3H22|U2AF1L2|U2AF1-RS2|U2AF1L2|U2AF1RS2|URP	zinc finger CCCH-type| RNA binding motif and serine/arginine rich 2
ZRSR2P1	U2AF1-RS1|U2AF1L1|U2AF1P|U2AF1RS1|U2AFBPL|ZC3H21|ZRSR1	ZRSR2 pseudogene 1
ZSCAN1	MZF-1|ZNF915|FLJ33779|ZNF915	zinc finger and SCAN domain containing 1
ZSCAN10	ZNF206|ZNF206|ZNF206	zinc finger and SCAN domain containing 10
ZSCAN12	ZFP96|ZNF29K1|ZNF305|ZNF96|dJ29K1.2|KIAA0426|ZNF29K1|ZFP96|dJ29K1.2|ZNF305|ZNF96|KIAA0426|ZNF305|ZNF96	zinc finger and SCAN domain containing 12
ZSCAN12P1	ZNF187p1|ZNF305P1|ZNF96L1|ZNF96P1|ZSCAN12L1|dJ313I6.7	zinc finger and SCAN domain containing 12 pseudogene 1
ZSCAN16	ZNF392|ZNF435|dJ265C24.3|FLJ22191|dJ265C24.3|ZNF392|ZNF435|ZNF392|ZNF435	zinc finger and SCAN domain containing 16
ZSCAN16-AS1		
ZSCAN18	ZNF447|FLJ12895|ZNF447|ZNF447	zinc finger and SCAN domain containing 18
ZSCAN2	ZFP29|ZNF854|FLJ20595|ZNF854|ZFP29|ZFP29|ZNF854	zinc finger and SCAN domain containing 2
ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360|KOX29|ZNF360|ZNF31|KOX29|ZNF31|ZNF360	zinc finger and SCAN domain containing 20
ZSCAN21	NY-REN-21|ZNF38|Zipro1|DKFZp434L134|NY-REN-21|Zipro1|ZNF38|ZFP38|ZNF38	zinc finger and SCAN domain containing 21
ZSCAN22	HKR2|ZNF50|ZNF50|HKR2|HKR2|ZNF50	zinc finger and SCAN domain containing 22
